Species_Name,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC
Cheirogaleus_sibreei,Cheirogaleus_sibreei_CHEIROGALEIDAE_PRIMATES,Cheirogaleus,CHEIROGALEIDAE,PRIMATES,Strepsirrhini,Euarchontoglires,Cheirogaleus_sibreei,2,0,sampled,PC5_Primates
Cheiromeles_parvidens,Cheiromeles_parvidens_MOLOSSIDAE_CHIROPTERA,Cheiromeles,MOLOSSIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Cheiromeles_parvidens,1,0,sampled,PC17_VespertilionidRelated
Cheiromeles_torquatus,Cheiromeles_torquatus_MOLOSSIDAE_CHIROPTERA,Cheiromeles,MOLOSSIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Cheiromeles_torquatus,0,0,imputed,PC17_VespertilionidRelated
Chelemys_delfini,Chelemys_delfini_CRICETIDAE_RODENTIA,Chelemys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chelemys_delfini,0,0,imputed,PC12_Cricetidae
Chelemys_macronyx,Chelemys_macronyx_CRICETIDAE_RODENTIA,Chelemys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chelemys_macronyx,3,0,sampled,PC12_Cricetidae
Chelemys_megalonyx,Chelemys_megalonyx_CRICETIDAE_RODENTIA,Chelemys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chelemys_megalonyx,2,0,sampled,PC12_Cricetidae
Chibchanomys_orcesi,Chibchanomys_orcesi_CRICETIDAE_RODENTIA,Chibchanomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chibchanomys_orcesi,0,0,imputed,PC12_Cricetidae
Chibchanomys_trichotis,Chibchanomys_trichotis_CRICETIDAE_RODENTIA,Chibchanomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chibchanomys_trichotis,0,0,imputed,PC12_Cricetidae
Chilomys_instans,Chilomys_instans_CRICETIDAE_RODENTIA,Chilomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chilomys_instans,1,0,sampled,PC12_Cricetidae
Chilonatalus_micropus,Chilonatalus_micropus_NATALIDAE_CHIROPTERA,Chilonatalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chilonatalus_micropus,3,0,sampled,PC17_VespertilionidRelated
Chilonatalus_tumidifrons,Chilonatalus_tumidifrons_NATALIDAE_CHIROPTERA,Chilonatalus,NATALIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chilonatalus_tumidifrons,2,0,sampled,PC17_VespertilionidRelated
Chimarrogale_hantu,Chimarrogale_hantu_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_hantu,0,0,imputed,PC15_Eulipotyphla
Chimarrogale_himalayica,Chimarrogale_himalayica_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_himalayica,6,0,sampled,PC15_Eulipotyphla
Chimarrogale_phaeura,Chimarrogale_phaeura_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_phaeura,1,0,sampled,PC15_Eulipotyphla
Chimarrogale_platycephalus,Chimarrogale_platycephalus_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_platycephalus,3,0,sampled,PC15_Eulipotyphla
Chimarrogale_styani,Chimarrogale_styani_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_styani,1,0,sampled,PC15_Eulipotyphla
Chimarrogale_sumatrana,Chimarrogale_sumatrana_SORICIDAE_EULIPOTYPHLA,Chimarrogale,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chimarrogale_sumatrana,0,0,imputed,PC15_Eulipotyphla
Chinchilla_chinchilla,Chinchilla_chinchilla_CHINCHILLIDAE_RODENTIA,Chinchilla,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Chinchilla_chinchilla,1,0,sampled,PC14_GuineaPigRelated
Chinchilla_lanigera,Chinchilla_lanigera_CHINCHILLIDAE_RODENTIA,Chinchilla,CHINCHILLIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Chinchilla_lanigera,28,0,sampled,PC14_GuineaPigRelated
Chinchillula_sahamae,Chinchillula_sahamae_CRICETIDAE_RODENTIA,Chinchillula,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chinchillula_sahamae,0,0,imputed,PC12_Cricetidae
Chionomys_gud,Chionomys_gud_CRICETIDAE_RODENTIA,Chionomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chionomys_gud,3,0,sampled,PC12_Cricetidae
Chionomys_nivalis,Chionomys_nivalis_CRICETIDAE_RODENTIA,Chionomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chionomys_nivalis,5,0,sampled,PC12_Cricetidae
Chionomys_roberti,Chionomys_roberti_CRICETIDAE_RODENTIA,Chionomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chionomys_roberti,3,0,sampled,PC12_Cricetidae
Chiroderma_doriae,Chiroderma_doriae_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chiroderma_doriae,2,0,sampled,PC16_PhyllostomidRelated
Chiroderma_improvisum,Chiroderma_improvisum_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chiroderma_improvisum,1,0,sampled,PC16_PhyllostomidRelated
Chiroderma_salvini,Chiroderma_salvini_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chiroderma_salvini,2,0,sampled,PC16_PhyllostomidRelated
Chiroderma_trinitatum,Chiroderma_trinitatum_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chiroderma_trinitatum,4,0,sampled,PC16_PhyllostomidRelated
Chiroderma_villosum,Chiroderma_villosum_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chiroderma_villosum,4,0,sampled,PC16_PhyllostomidRelated
Chiroderma_vizottoi,Chiroderma_vizottoi_PHYLLOSTOMIDAE_CHIROPTERA,Chiroderma,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,0,0,imputed,PC16_PhyllostomidRelated
Chiromyscus_chiropus,Chiromyscus_chiropus_MURIDAE_RODENTIA,Chiromyscus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiromyscus_chiropus,6,0,sampled,PC11_Muridae
Chiromyscus_langbianis,Chiromyscus_langbianis_MURIDAE_RODENTIA,Chiromyscus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Niviventer_langbianis,4,0,sampled,PC11_Muridae
Chiromyscus_thomasi,Chiromyscus_thomasi_MURIDAE_RODENTIA,Chiromyscus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC11_Muridae
Chironax_melanocephalus,Chironax_melanocephalus_PTEROPODIDAE_CHIROPTERA,Chironax,PTEROPODIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Chironax_melanocephalus,5,0,sampled,PC19_Yinpterochiroptera
Chironectes_minimus,Chironectes_minimus_DIDELPHIDAE_DIDELPHIMORPHIA,Chironectes,DIDELPHIDAE,DIDELPHIMORPHIA,Didelphimorphia,Marsupialia,Chironectes_minimus,7,0,sampled,PC1_Marsupials
Chiropodomys_calamianensis,Chiropodomys_calamianensis_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_calamianensis,0,0,imputed,PC11_Muridae
Chiropodomys_gliroides,Chiropodomys_gliroides_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_gliroides,7,0,sampled,PC11_Muridae
Chiropodomys_karlkoopmani,Chiropodomys_karlkoopmani_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_karlkoopmani,0,0,imputed,PC11_Muridae
Chiropodomys_major,Chiropodomys_major_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_major,0,0,imputed,PC11_Muridae
Chiropodomys_muroides,Chiropodomys_muroides_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_muroides,0,0,imputed,PC11_Muridae
Chiropodomys_pusillus,Chiropodomys_pusillus_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_pusillus,0,0,imputed,PC11_Muridae
Chiropotes_albinasus,Chiropotes_albinasus_PITHECIIDAE_PRIMATES,Chiropotes,PITHECIIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Chiropotes_albinasus,4,0,sampled,PC5_Primates
Chiropotes_chiropotes,Chiropotes_chiropotes_PITHECIIDAE_PRIMATES,Chiropotes,PITHECIIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Chiropotes_chiropotes,19,0,sampled,PC5_Primates
Chiropotes_satanas,Chiropotes_satanas_PITHECIIDAE_PRIMATES,Chiropotes,PITHECIIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Chiropotes_satanas,0,0,imputed,PC5_Primates
Chiropotes_utahickae,Chiropotes_utahickae_PITHECIIDAE_PRIMATES,Chiropotes,PITHECIIDAE,PRIMATES,Platyrrhini,Euarchontoglires,Chiropotes_utahickae,1,0,sampled,PC5_Primates
Chiruromys_forbesi,Chiruromys_forbesi_MURIDAE_RODENTIA,Chiruromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiruromys_forbesi,0,0,imputed,PC11_Muridae
Chiruromys_lamia,Chiruromys_lamia_MURIDAE_RODENTIA,Chiruromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiruromys_lamia,0,0,imputed,PC11_Muridae
Chiruromys_vates,Chiruromys_vates_MURIDAE_RODENTIA,Chiruromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiruromys_vates,4,0,sampled,PC11_Muridae
Chlamyphorus_truncatus,Chlamyphorus_truncatus_DASYPODIDAE_CINGULATA,Chlamyphorus,DASYPODIDAE,CINGULATA,Xenarthra,Xenart.,Chlamyphorus_truncatus,3,0,sampled,PC3_Xenarthra
Chlorocebus_aethiops,Chlorocebus_aethiops_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_aethiops,10,0,sampled,PC5_Primates
Chlorocebus_cynosuros,Chlorocebus_cynosuros_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_cynosuros,3,0,sampled,PC5_Primates
Chlorocebus_djamdjamensis,Chlorocebus_djamdjamensis_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_djamdjamensis,1,0,sampled,PC5_Primates
Chlorocebus_pygerythrus,Chlorocebus_pygerythrus_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_pygerythrus,3,0,sampled,PC5_Primates
Chlorocebus_sabaeus,Chlorocebus_sabaeus_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_sabaeus,23,0,sampled,PC5_Primates
Chlorocebus_tantalus,Chlorocebus_tantalus_CERCOPITHECIDAE_PRIMATES,Chlorocebus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Chlorocebus_tantalus,3,0,sampled,PC5_Primates
Chlorotalpa_duthieae,Chlorotalpa_duthieae_CHRYSOCHLORIDAE_AFROSORICIDA,Chlorotalpa,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chlorotalpa_duthieae,1,0,sampled,PC2_Afrotheria
Chlorotalpa_sclateri,Chlorotalpa_sclateri_CHRYSOCHLORIDAE_AFROSORICIDA,Chlorotalpa,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chlorotalpa_sclateri,1,0,sampled,PC2_Afrotheria
Chodsigoa_caovansunga,Chodsigoa_caovansunga_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_caovansunga,2,0,sampled,PC15_Eulipotyphla
Chodsigoa_hypsibia,Chodsigoa_hypsibia_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_hypsibia,6,0,sampled,PC15_Eulipotyphla
Chodsigoa_lamula,Chodsigoa_lamula_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_lamula,0,0,imputed,PC15_Eulipotyphla
Chodsigoa_parca,Chodsigoa_parca_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_parca,6,0,sampled,PC15_Eulipotyphla
Chodsigoa_parva,Chodsigoa_parva_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_parva,0,0,imputed,PC15_Eulipotyphla
Chodsigoa_salenskii,Chodsigoa_salenskii_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_salenskii,0,0,imputed,PC15_Eulipotyphla
Chodsigoa_smithii,Chodsigoa_smithii_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_smithii,0,0,imputed,PC15_Eulipotyphla
Chodsigoa_sodalis,Chodsigoa_sodalis_SORICIDAE_EULIPOTYPHLA,Chodsigoa,SORICIDAE,EULIPOTYPHLA,Soricidae,Laurasiatheria,Chodsigoa_sodalis,6,0,sampled,PC15_Eulipotyphla
Choeroniscus_godmani,Choeroniscus_godmani_PHYLLOSTOMIDAE_CHIROPTERA,Choeroniscus,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Choeroniscus_godmani,4,0,sampled,PC16_PhyllostomidRelated
Choeroniscus_minor,Choeroniscus_minor_PHYLLOSTOMIDAE_CHIROPTERA,Choeroniscus,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Choeroniscus_minor,6,0,sampled,PC16_PhyllostomidRelated
Choeroniscus_periosus,Choeroniscus_periosus_PHYLLOSTOMIDAE_CHIROPTERA,Choeroniscus,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Choeroniscus_periosus,0,0,imputed,PC16_PhyllostomidRelated
Choeronycteris_mexicana,Choeronycteris_mexicana_PHYLLOSTOMIDAE_CHIROPTERA,Choeronycteris,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Choeronycteris_mexicana,2,0,sampled,PC16_PhyllostomidRelated
Choeropsis_liberiensis,Choeropsis_liberiensis_HIPPOPOTAMIDAE_CETARTIODACTYLA,Choeropsis,HIPPOPOTAMIDAE,CETARTIODACTYLA,Whippomorpha,Laurasiatheria,NA,12,0,sampled,PC20_Cetartiodactyla
Choloepus_didactylus,Choloepus_didactylus_MEGALONYCHIDAE_PILOSA,Choloepus,MEGALONYCHIDAE,PILOSA,Xenarthra,Xenart.,Choloepus_didactylus,21,0,sampled,PC3_Xenarthra
Choloepus_hoffmanni,Choloepus_hoffmanni_MEGALONYCHIDAE_PILOSA,Choloepus,MEGALONYCHIDAE,PILOSA,Xenarthra,Xenart.,Choloepus_hoffmanni,23,0,sampled,PC3_Xenarthra
Chrotogale_owstoni,Chrotogale_owstoni_VIVERRIDAE_CARNIVORA,Chrotogale,VIVERRIDAE,CARNIVORA,Feliformes,Laurasiatheria,Chrotogale_owstoni,3,0,sampled,PC22_Carnivora
Chrotomys_gonzalesi,Chrotomys_gonzalesi_MURIDAE_RODENTIA,Chrotomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chrotomys_gonzalesi,5,0,sampled,PC11_Muridae
Chrotomys_mindorensis,Chrotomys_mindorensis_MURIDAE_RODENTIA,Chrotomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chrotomys_mindorensis,2,0,sampled,PC11_Muridae
Chrotomys_sibuyanensis,Chrotomys_sibuyanensis_MURIDAE_RODENTIA,Chrotomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC11_Muridae
Chrotomys_silaceus,Chrotomys_silaceus_MURIDAE_RODENTIA,Chrotomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chrotomys_silaceus,3,0,sampled,PC11_Muridae
Chrotomys_whiteheadi,Chrotomys_whiteheadi_MURIDAE_RODENTIA,Chrotomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chrotomys_whiteheadi,2,0,sampled,PC11_Muridae
Chrotopterus_auritus,Chrotopterus_auritus_PHYLLOSTOMIDAE_CHIROPTERA,Chrotopterus,PHYLLOSTOMIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Chrotopterus_auritus,10,0,sampled,PC16_PhyllostomidRelated
Chrysochloris_asiatica,Chrysochloris_asiatica_CHRYSOCHLORIDAE_AFROSORICIDA,Chrysochloris,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chrysochloris_asiatica,29,0,sampled,PC2_Afrotheria
Chrysochloris_stuhlmanni,Chrysochloris_stuhlmanni_CHRYSOCHLORIDAE_AFROSORICIDA,Chrysochloris,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chrysochloris_stuhlmanni,1,0,sampled,PC2_Afrotheria
Chrysochloris_visagiei,Chrysochloris_visagiei_CHRYSOCHLORIDAE_AFROSORICIDA,Chrysochloris,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chrysochloris_visagiei,0,0,imputed,PC2_Afrotheria
Chrysocyon_brachyurus,Chrysocyon_brachyurus_CANIDAE_CARNIVORA,Chrysocyon,CANIDAE,CARNIVORA,Caniformes,Laurasiatheria,Chrysocyon_brachyurus,4,0,sampled,PC22_Carnivora
Chrysospalax_trevelyani,Chrysospalax_trevelyani_CHRYSOCHLORIDAE_AFROSORICIDA,Chrysospalax,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chrysospalax_trevelyani,3,0,sampled,PC2_Afrotheria
Chrysospalax_villosus,Chrysospalax_villosus_CHRYSOCHLORIDAE_AFROSORICIDA,Chrysospalax,CHRYSOCHLORIDAE,AFROSORICIDA,Afrotheria,Afroth.,Chrysospalax_villosus,0,0,imputed,PC2_Afrotheria
Cistugo_lesueuri,Cistugo_lesueuri_VESPERTILIONIDAE_CHIROPTERA,Cistugo,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Cistugo_lesueuri,1,0,sampled,PC17_VespertilionidRelated
Cistugo_seabrae,Cistugo_seabrae_VESPERTILIONIDAE_CHIROPTERA,Cistugo,VESPERTILIONIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Cistugo_seabrae,2,0,sampled,PC17_VespertilionidRelated
Civettictis_civetta,Civettictis_civetta_VIVERRIDAE_CARNIVORA,Civettictis,VIVERRIDAE,CARNIVORA,Feliformes,Laurasiatheria,Civettictis_civetta,13,0,sampled,PC22_Carnivora
Cloeotis_percivali,Cloeotis_percivali_HIPPOSIDERIDAE_CHIROPTERA,Cloeotis,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Cloeotis_percivali,9,0,sampled,PC19_Yinpterochiroptera
Clyomys_bishopi,Clyomys_bishopi_ECHIMYIDAE_RODENTIA,Clyomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Clyomys_bishopi,0,0,imputed,PC14_GuineaPigRelated
Clyomys_laticeps,Clyomys_laticeps_ECHIMYIDAE_RODENTIA,Clyomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Clyomys_laticeps,6,0,sampled,PC14_GuineaPigRelated
Coccymys_albidens,Coccymys_albidens_MURIDAE_RODENTIA,Coccymys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Coccymys_albidens,0,0,imputed,PC11_Muridae
Coccymys_kirrhos,Coccymys_kirrhos_MURIDAE_RODENTIA,Coccymys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC11_Muridae
Coccymys_ruemmleri,Coccymys_ruemmleri_MURIDAE_RODENTIA,Coccymys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Coccymys_ruemmleri,0,0,imputed,PC11_Muridae
Coelodonta_antiquitatis,Coelodonta_antiquitatis_RHINOCEROTIDAE_PERISSODACTYLA,Coelodonta,RHINOCEROTIDAE,PERISSODACTYLA,Perissodactyla,Laurasiatheria,NA,4,1,sampled,PC21_Perissodactyla
Coelops_frithii,Coelops_frithii_HIPPOSIDERIDAE_CHIROPTERA,Coelops,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Coelops_frithii,12,0,sampled,PC19_Yinpterochiroptera
Coelops_hirsutus,Coelops_hirsutus_HIPPOSIDERIDAE_CHIROPTERA,Coelops,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,NA,0,0,imputed,PC19_Yinpterochiroptera
Coelops_robinsoni,Coelops_robinsoni_HIPPOSIDERIDAE_CHIROPTERA,Coelops,HIPPOSIDERIDAE,CHIROPTERA,Yinpterochiroptera,Laurasiatheria,Coelops_robinsoni,1,0,sampled,PC19_Yinpterochiroptera
Coendou_baturitensis,Coendou_baturitensis_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,0,0,imputed,PC14_GuineaPigRelated
Coendou_bicolor,Coendou_bicolor_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Coendou_bicolor,1,0,sampled,PC14_GuineaPigRelated
Coendou_ichillus,Coendou_ichillus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_ichillus,1,0,sampled,PC14_GuineaPigRelated
Coendou_insidiosus,Coendou_insidiosus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_insidiosus,3,0,sampled,PC14_GuineaPigRelated
Coendou_melanurus,Coendou_melanurus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_melanurus,2,0,sampled,PC14_GuineaPigRelated
Coendou_mexicanus,Coendou_mexicanus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_mexicanus,3,0,sampled,PC14_GuineaPigRelated
Coendou_nycthemera,Coendou_nycthemera_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Coendou_nycthemera,1,0,sampled,PC14_GuineaPigRelated
Coendou_prehensilis,Coendou_prehensilis_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Coendou_prehensilis,2,0,sampled,PC14_GuineaPigRelated
Coendou_pruinosus,Coendou_pruinosus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_pruinosus,1,0,sampled,PC14_GuineaPigRelated
Coendou_quichua,Coendou_quichua_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,1,0,sampled,PC14_GuineaPigRelated
Coendou_roosmalenorum,Coendou_roosmalenorum_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,0,0,imputed,PC14_GuineaPigRelated
Coendou_rufescens,Coendou_rufescens_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Echinoprocta_rufescens,1,0,sampled,PC14_GuineaPigRelated
Coendou_speratus,Coendou_speratus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,1,0,sampled,PC14_GuineaPigRelated
Coendou_spinosus,Coendou_spinosus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_spinosus,1,0,sampled,PC14_GuineaPigRelated
Coendou_vestitus,Coendou_vestitus_ERETHIZONTIDAE_RODENTIA,Coendou,ERETHIZONTIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Sphiggurus_vestitus,1,0,sampled,PC14_GuineaPigRelated
Coleura_afra,Coleura_afra_EMBALLONURIDAE_CHIROPTERA,Coleura,EMBALLONURIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Coleura_afra,2,0,sampled,PC18_EmballonuridRelated
Coleura_kibomalandy,Coleura_kibomalandy_EMBALLONURIDAE_CHIROPTERA,Coleura,EMBALLONURIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,NA,1,0,sampled,PC18_EmballonuridRelated
Coleura_seychellensis,Coleura_seychellensis_EMBALLONURIDAE_CHIROPTERA,Coleura,EMBALLONURIDAE,CHIROPTERA,Yangochiroptera,Laurasiatheria,Coleura_seychellensis,1,0,sampled,PC18_EmballonuridRelated
Colobus_angolensis,Colobus_angolensis_CERCOPITHECIDAE_PRIMATES,Colobus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Colobus_angolensis,25,0,sampled,PC5_Primates
Colobus_guereza,Colobus_guereza_CERCOPITHECIDAE_PRIMATES,Colobus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Colobus_guereza,17,0,sampled,PC5_Primates
Colobus_polykomos,Colobus_polykomos_CERCOPITHECIDAE_PRIMATES,Colobus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Colobus_polykomos,12,0,sampled,PC5_Primates
Colobus_satanas,Colobus_satanas_CERCOPITHECIDAE_PRIMATES,Colobus,CERCOPITHECIDAE,PRIMATES,Catarrhini,Euarchontoglires,Colobus_satanas,1,0,sampled,PC5_Primates
